ts_ms,valid_L,interp_L,side_L,pLx,pLy,pLz,qLx,qLy,qLz,qLw,valid_R,interp_R,side_R,pRx,pRy,pRz,qRx,qRy,qRz,qRw
1779153050493.473,1,0,0,-0.034499,0.271729,0.318937,0.726183,0.151701,-0.113476,0.660884,1,0,0,-0.105250,-0.218485,0.295893,-0.439966,-0.039823,0.301202,0.845057
1779153050526.806,1,0,0,-0.035743,0.272137,0.319762,0.700871,0.149947,-0.110070,0.688607,1,0,1,-0.116753,-0.222181,0.298218,-0.151628,-0.530277,-0.670037,0.496855
1779153050560.140,1,0,0,-0.034315,0.270193,0.320663,0.704642,0.163715,-0.100090,0.683125,1,0,1,-0.120019,-0.224266,0.298811,0.144826,0.521583,0.713789,-0.444388
1779153050593.473,1,0,0,-0.032323,0.269056,0.321489,0.747097,0.142684,-0.118726,0.638272,1,0,0,-0.128712,-0.221139,0.309452,-0.142853,0.073627,0.457299,-0.874671
1779153050626.806,1,0,0,-0.032831,0.268594,0.322873,0.789051,0.128097,-0.135663,0.585308,1,0,0,-0.124485,-0.223118,0.309667,0.154033,-0.362959,-0.726024,0.563403
1779153050660.140,1,0,0,-0.030525,0.267939,0.324517,0.778445,0.138292,-0.137071,0.596750,1,1,-1,-0.127538,-0.223643,0.313759,0.201074,-0.269499,-0.682521,0.648926
1779153050693.473,1,0,0,-0.029218,0.265817,0.325536,0.778432,0.142229,-0.138482,0.595514,1,1,0,-0.130858,-0.224113,0.317997,0.245126,-0.156144,-0.612655,0.734974
1779153050726.806,1,0,0,-0.029795,0.265593,0.326506,0.786277,0.147172,-0.127077,0.586481,1,1,-1,-0.129496,-0.225382,0.316829,0.216286,-0.186221,-0.632647,0.719930
1779153050760.140,1,0,0,-0.028525,0.264727,0.327966,0.792523,0.147646,-0.117129,0.579990,1,1,-1,-0.127981,-0.226677,0.315484,0.184521,-0.220515,-0.653971,0.699748
1779153050793.473,1,0,0,-0.028141,0.262529,0.331722,0.783095,0.159847,-0.132280,0.586270,1,1,-1,-0.126466,-0.227972,0.314140,0.152194,-0.254137,-0.673301,0.677434
1779153050826.806,1,0,0,-0.027968,0.261411,0.332789,0.782762,0.151136,-0.136170,0.588132,1,1,0,-0.124951,-0.229267,0.312795,0.119404,-0.286984,-0.690580,0.653056
1779153050860.140,1,0,0,-0.028163,0.260389,0.334203,0.773056,0.149995,-0.126371,0.603254,1,0,0,-0.121776,-0.229206,0.313714,-0.001665,-0.204489,-0.603332,0.770826
1779153050893.473,1,0,0,-0.028360,0.260380,0.336282,0.825595,0.139417,-0.139616,0.528643,1,1,-1,-0.117290,-0.228878,0.311869,-0.113629,-0.188268,-0.484232,0.846855
1779153050926.806,1,0,0,-0.025540,0.258528,0.339003,0.810171,0.138041,-0.141983,0.551732,1,1,-1,-0.112767,-0.228544,0.309939,-0.221539,-0.168232,-0.349195,0.894808
1779153050960.140,1,0,0,-0.025446,0.258556,0.340681,0.789082,0.142208,-0.118670,0.585699,1,1,-1,-0.108243,-0.228210,0.308010,-0.322232,-0.142714,-0.202780,0.913608
1779153050993.473,1,0,0,-0.025898,0.258330,0.343175,0.793213,0.145479,-0.129892,0.576868,1,1,-1,-0.103719,-0.227876,0.306080,-0.412426,-0.112547,-0.049759,0.902642
1779153051026.806,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,1,-1,-0.099196,-0.227541,0.304150,-0.489182,-0.078713,0.104883,0.862267
1779153051060.140,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,1,-1,-0.094672,-0.227207,0.302221,-0.550002,-0.042314,0.256108,0.793799
1779153051093.473,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,1,0,-0.090148,-0.226873,0.300291,-0.592901,-0.004537,0.398989,0.699468
